,date,high,volume,FF,dilution
536,2016-04-04,21.94707691167854,219400,21.61,False
537,2016-04-05,21.327874388378206,123200,21.61,False
538,2016-04-06,21.534278934389196,154100,21.61,False
539,2016-04-07,21.564847531072,171800,21.61,False
540,2016-04-08,21.113831768691735,101000,21.61,False
541,2016-04-11,21.152058040020382,192800,21.61,False
542,2016-04-12,21.144412245872005,157100,21.61,False
543,2016-04-13,21.656587179510545,188700,21.61,False
544,2016-04-14,21.488410351955526,194700,21.61,False
545,2016-04-15,21.503695171283088,88500,21.61,False
546,2016-04-18,21.580144805249354,144500,21.61,False
547,2016-04-19,21.87062602606602,118100,21.61,False
548,2016-04-20,21.534276092119512,142700,21.61,False
549,2016-04-21,21.595434063525133,172700,21.61,False
550,2016-04-22,21.213213991604334,202700,21.61,False
551,2016-04-25,20.808059263378574,388300,21.61,False
552,2016-04-26,21.060321689136117,268700,21.61,False
553,2016-04-27,21.610718989999423,214400,21.61,False
554,2016-04-28,21.75596384223202,407600,21.61,False
555,2016-04-29,22.55098228453526,628900,21.61,False
556,2016-05-02,22.306357392745277,323900,21.61,False
557,2016-05-03,22.092315012297846,275000,21.61,False
558,2016-05-04,22.0846747313848,248100,21.61,False
559,2016-05-05,22.26813866427265,175100,21.61,False
560,2016-05-06,22.688580020169358,159900,21.61,False
561,2016-05-09,22.39044887903481,232200,21.61,False
562,2016-05-10,22.894981229336643,189500,21.61,False
563,2016-05-11,23.170175880294106,235600,21.61,False
564,2016-05-12,22.795599390018232,106300,21.61,False
565,2016-05-13,22.443959799638964,150200,21.61,False
566,2016-05-16,22.543336519150312,155400,21.61,False
567,2016-05-17,22.581559238647955,228600,21.61,False
568,2016-05-18,22.482182189192397,160100,21.61,False
569,2016-05-19,22.061740828597802,191300,21.61,False
570,2016-05-20,21.64894269827184,285200,21.61,False
571,2016-05-23,21.87063084564766,138000,21.61,False
572,2016-05-24,22.031163832369437,173800,21.61,False
573,2016-05-25,21.977656612546095,198900,21.61,False
574,2016-05-26,22.08467043757228,137100,21.61,False
575,2016-05-27,22.29107298504443,143100,21.61,False
576,2016-05-31,22.382805271131367,146800,21.61,False
577,2016-06-01,22.15347296155922,243600,21.61,False
578,2016-06-02,22.315391540527344,230500,21.61,False
579,2016-06-03,22.307686853933344,138500,21.61,False
580,2016-06-06,22.09215781884246,158200,21.61,False
581,2016-06-07,21.630305897227473,182000,21.61,False
582,2016-06-08,21.630301788038174,152100,21.61,False
583,2016-06-09,21.437861596347545,100600,21.61,False
584,2016-06-10,21.16844128909861,200400,21.61,False
585,2016-06-13,20.983701434639098,182100,21.61,False
586,2016-06-14,20.79895973653498,222800,21.61,False
587,2016-06-15,20.78356457745483,124900,21.61,False
588,2016-06-16,21.145346283890998,186800,21.61,False
589,2016-06-17,21.38397716229796,215800,21.61,False
590,2016-06-20,21.337790373268266,109100,21.61,False
591,2016-06-21,21.24542120360088,84700,21.61,False
592,2016-06-22,21.160745171457293,87000,21.61,False
593,2016-06-23,21.222328784829912,93800,21.61,False
594,2016-06-24,20.760467164791795,306200,21.61,False
595,2016-06-27,20.467959631966433,246500,21.61,False
596,2016-06-28,20.53724114685693,283500,21.61,False
597,2016-06-29,21.191537267239,152200,21.61,False
598,2016-06-30,21.43016333288818,196500,21.61,False
599,2016-07-01,21.75346231429989,212100,21.61,False
600,2016-07-05,21.553324416136295,108100,21.61,False
601,2016-07-06,21.11456193802645,75000,21.61,False
602,2016-07-07,21.29930326535519,76100,21.61,False
603,2016-07-08,21.553324531462128,143300,21.61,False
604,2016-07-11,21.42246511550406,214000,21.61,False
605,2016-07-12,23.30068315055437,397600,21.61,False
606,2016-07-13,23.79332878573851,386700,21.61,False
607,2016-07-14,24.185906969020987,325300,21.61,False
608,2016-07-15,23.739445713526415,198000,21.61,False
609,2016-07-18,23.600886964444435,215000,21.61,False
610,2016-07-19,23.593191563300486,240200,21.61,False
611,2016-07-20,23.49312538579986,159400,21.61,False
612,2016-07-21,23.416143681319646,176100,21.61,False
613,2016-07-22,23.616283621538432,273600,21.61,False
614,2016-07-25,23.485426628292245,922900,21.61,False
615,2016-07-26,23.169823108345764,322200,21.61,False
616,2016-07-27,23.100548971096718,397000,21.61,False
617,2016-07-28,22.746456052510233,339300,21.61,False
618,2016-07-29,23.023572059967567,396300,21.61,False
619,2016-08-01,22.361574871346704,733000,21.61,False
620,2016-08-02,21.9459063795909,314300,21.61,False
621,2016-08-03,21.7534648537493,386100,21.61,False
622,2016-08-04,22.530924022219516,696900,21.61,False
623,2016-08-05,22.36927187069961,482000,21.61,False
624,2016-08-08,22.484735223438275,359700,21.61,False
625,2016-08-09,22.35387818054993,371500,21.61,False
626,2016-08-10,22.669478032786262,490500,21.61,False
627,2016-08-11,22.83112689916286,276200,21.61,False
628,2016-08-12,22.94659206375957,265400,21.61,False
629,2016-08-15,23.038965961442333,531100,21.61,False
630,2016-08-16,22.977382331661012,241300,21.61,False
631,2016-08-17,22.954286978096096,150400,21.61,False
632,2016-08-18,23.18521800832076,258000,21.61,False
633,2016-08-19,23.30838154220169,166800,21.61,False
634,2016-08-22,22.838823050343393,260800,21.61,False
635,2016-08-23,23.21600799868079,193400,21.61,False
636,2016-08-24,23.17752430043519,285300,21.61,False
637,2016-08-25,23.24680221783695,148400,21.61,False
638,2016-08-26,23.385356080014446,100400,21.61,False
639,2016-08-29,23.046662063210483,147500,21.61,False
640,2016-08-30,23.00816964277626,109200,21.61,False
641,2016-08-31,23.431540639344096,284700,21.61,False
642,2016-09-01,23.640907287597653,229600,21.61,False
643,2016-09-02,23.788131767226915,117300,21.61,False
644,2016-09-06,23.671898616359414,219200,21.61,False
645,2016-09-07,24.028332054168956,252800,21.61,False
646,2016-09-08,24.222049720283163,180600,21.61,False
647,2016-09-09,23.772632381424266,240700,21.61,False
648,2016-09-12,24.059330213716866,235000,21.61,False
649,2016-09-13,24.059328528084148,230300,21.61,False
650,2016-09-14,24.175560047287185,230000,21.61,False
651,2016-09-15,24.539740936668665,146100,21.61,False
652,2016-09-16,24.764448389612035,391300,21.61,False
653,2016-09-19,24.795449679602573,278000,21.61,False
654,2016-09-20,25.012403649776356,238500,21.61,False
655,2016-09-21,24.787702090613795,217800,21.61,False
656,2016-09-22,24.75670522588215,158900,21.61,False
657,2016-09-23,24.63272619250046,186400,21.61,False
658,2016-09-26,24.377020401764568,233800,21.61,False
659,2016-09-27,24.29953826121504,365400,21.61,False
660,2016-09-28,24.40801705977482,153400,21.61,False
661,2016-09-29,24.439011825902146,144900,21.61,False
662,2016-09-30,24.253043798581423,181400,21.61,False
663,2016-10-03,24.965913772583008,255600,21.61,False
664,2016-10-04,25.08988987035621,330100,21.61,False
665,2016-10-05,24.872930405891797,180500,21.61,False
666,2016-10-06,25.2991070377233,214000,21.61,False
667,2016-10-07,25.438575152203498,219900,21.61,False
668,2016-10-10,25.337846859102264,206600,21.61,False
669,2016-10-11,25.18287976582845,205200,21.61,False
670,2016-10-12,24.8729271724438,192700,21.61,False
671,2016-10-13,24.56299050826162,197000,21.61,False
672,2016-10-14,24.756698628865074,171100,21.61,False
673,2016-10-17,24.601728472018436,114700,21.61,False
674,2016-10-18,24.79544694157556,93800,21.61,False
675,2016-10-19,24.640470760332505,146300,21.61,False
676,2016-10-20,24.6017325123445,184400,21.61,False
677,2016-10-21,24.741206648302292,208400,21.61,False
678,2016-10-24,24.98916036191853,220600,21.61,False
679,2016-10-25,24.95041907612993,218200,21.61,False
680,2016-10-26,24.911672883122197,264600,21.61,False
681,2016-10-27,24.717957267031203,175700,21.61,False
682,2016-10-28,24.624979067231966,210900,21.61,False
683,2016-10-31,24.446756810101167,210300,21.61,False
684,2016-11-01,24.48550334044621,223200,21.61,False
685,2016-11-02,23.904360098699005,236500,21.61,False
686,2016-11-03,23.981845678539067,223100,21.61,False
687,2016-11-04,24.64047295780435,250000,21.61,False
688,2016-11-07,24.98916036191853,202600,21.61,False
689,2016-11-08,25.492819219268586,400000,21.61,False
690,2016-11-09,26.306424055668373,451500,21.61,False
691,2016-11-10,26.461396213639155,308800,21.61,False
692,2016-11-11,26.887558010656072,635600,21.61,False
693,2016-11-14,27.08127240128638,312900,21.61,False
694,2016-11-15,26.910808320836466,409500,21.61,False
695,2016-11-16,26.887558010656072,504100,21.61,False
696,2016-11-17,27.623679948509114,411100,21.61,False
697,2016-11-18,27.35247064160475,278100,21.61,False
698,2016-11-21,27.39121533998769,315900,21.61,False
699,2016-11-22,27.158762727427934,284500,21.61,False
700,2016-11-23,27.158764582635243,231100,21.61,False
701,2016-11-25,27.158764349591298,188100,21.61,False
702,2016-11-28,27.182005685415916,192700,21.61,False
703,2016-11-29,26.833323731002938,463800,21.61,False
704,2016-11-30,26.965043321669413,277100,21.61,False
705,2016-12-01,26.69614215395344,523300,21.61,False
706,2016-12-02,26.189498776588465,528600,21.61,False
707,2016-12-05,25.994638443332565,235500,21.61,False
708,2016-12-06,26.579226480031256,376500,21.61,False
709,2016-12-07,26.384361105464205,787600,21.61,False
710,2016-12-08,25.83875093057591,956100,21.61,False
711,2016-12-09,25.44902046690706,545200,21.61,False
712,2016-12-12,25.487996148633986,536400,21.61,False
713,2016-12-13,25.332109481096268,408200,21.61,False
714,2016-12-14,25.05929755852246,391000,21.61,False
715,2016-12-15,25.17621898192442,432100,21.61,False
716,2016-12-16,25.21518459448562,511600,21.61,False
717,2016-12-19,25.955663627408878,477000,21.61,False
718,2016-12-20,26.267446510648803,713800,21.61,False
719,2016-12-21,27.280734064267424,816600,21.61,False
720,2016-12-22,27.38205859988524,881100,21.61,False
721,2016-12-23,27.51456451416016,489700,21.61,False
722,2016-12-27,27.670456865136735,348300,21.61,False
723,2016-12-28,27.67045693560007,511400,21.61,False
724,2016-12-29,27.046894031330027,561900,21.61,False
725,2016-12-30,26.735115936671367,378000,21.61,False
726,2017-01-03,27.085866928100586,766100,21.61,False
727,2017-01-04,27.124837779842466,547900,21.61,False
728,2017-01-05,26.852030726068786,443200,21.61,False
729,2017-01-06,26.7740888529739,336700,21.61,False
730,2017-01-09,26.540252664573764,415100,21.61,False
731,2017-01-10,26.891004497432927,705100,21.61,False
732,2017-01-11,26.891003614620367,209400,21.61,False
733,2017-01-12,26.813058853206766,191300,21.61,False
734,2017-01-13,26.813058881378858,180200,21.61,False
735,2017-01-17,26.735112077300975,181400,21.61,False
736,2017-01-18,26.423338960368216,252300,21.61,False
737,2017-01-19,26.4233341217041,213700,21.61,False
738,2017-01-20,26.813059865952344,320300,21.61,False
739,2017-01-23,27.202785538122864,502200,21.61,False
740,2017-01-24,26.968947363288393,330700,21.61,False
741,2017-01-25,26.968948248659792,303400,21.61,False
742,2017-01-26,26.96894637299073,338600,21.61,False
743,2017-01-27,26.73511213411942,299900,21.61,False
744,2017-01-30,27.007923097636738,391400,21.61,False
745,2017-01-31,26.602607143350824,452800,21.61,False
746,2017-02-01,26.384357260070498,886200,21.61,False
747,2017-02-02,26.03360652618181,437600,21.61,False
748,2017-02-03,25.95566647410242,238500,21.61,False
749,2017-02-06,25.682858426695642,246300,21.61,False
750,2017-02-07,25.64389238009462,280600,21.61,False
751,2017-02-08,24.73193014911615,12420500,21.61,False
752,2017-02-09,24.357793792601555,2684400,21.61,False
753,2017-02-10,24.552660465360205,3131700,21.61,False
754,2017-02-13,24.552660465360205,1420100,21.61,False
755,2017-02-14,24.552655700545774,1196100,21.61,False
756,2017-02-15,24.591631869902596,951200,21.61,False
757,2017-02-16,24.51368044391577,691200,21.61,False
758,2017-02-17,24.420150632686298,1660300,21.61,False
759,2017-02-21,24.3577961869721,1199900,21.61,False
760,2017-02-22,24.474715214165517,1540500,21.61,False
761,2017-02-23,24.513688583103868,1276800,21.61,False
762,2017-02-24,24.513683825852517,1136500,55.03,True
763,2017-02-27,24.552655192979408,1773100,55.03,False
764,2017-02-28,24.552660465360205,3963500,55.03,False
765,2017-03-01,24.591629476310125,3872500,55.03,False
766,2017-03-02,23.851151899945165,1812000,55.03,False
767,2017-03-03,23.227592927530072,2638700,55.03,False
768,2017-03-06,23.11067726517355,1125400,55.03,False
769,2017-03-07,23.11067337429738,1231200,55.03,False
770,2017-03-08,23.3055357709177,1057700,55.03,False
771,2017-03-09,23.464348597634864,1118000,55.03,False
772,2017-03-10,23.699776657646677,1483200,55.03,False
773,2017-03-13,24.052919719673337,1909100,55.03,False
774,2017-03-14,24.19417508830446,1575700,55.03,False
775,2017-03-15,23.841037579052827,1187700,55.03,False
776,2017-03-16,23.856728870654134,1015000,55.03,False
777,2017-03-17,24.092157793172266,1758200,55.03,False
778,2017-03-20,24.44529926438449,946800,55.03,False
779,2017-03-21,24.32758469624413,828100,55.03,False
780,2017-03-22,23.935202486779808,843100,55.03,False
781,2017-03-23,24.09215801712995,853900,55.03,False
782,2017-03-24,24.311887623448662,1721900,55.03,False
783,2017-03-27,24.288346723060563,1437200,55.03,False
784,2017-03-28,24.131394284996478,1312500,55.03,False
785,2017-03-29,24.327582774922885,1383500,55.03,False
786,2017-03-30,24.523771702673308,1648900,55.03,False
787,2017-03-31,24.798438905601895,1754100,55.03,False
788,2017-04-03,25.190817586885828,2423800,55.03,False
789,2017-04-04,25.151581424583284,1867000,55.03,False
790,2017-04-05,24.95539131588885,1225900,55.03,False
791,2017-04-06,24.327584163308682,932100,55.03,False
792,2017-04-07,24.249109389899303,1099000,55.03,False
793,2017-04-10,24.092158327808935,782500,55.03,False
794,2017-04-11,24.209871185531554,712200,55.03,False
795,2017-04-12,24.1941734702069,1122100,55.03,False
796,2017-04-13,24.013681634971345,1097400,55.03,False
797,2017-04-17,24.0921573638916,582600,55.03,False
798,2017-04-18,24.092160145123778,630200,55.03,False
799,2017-04-19,24.092158660206266,723200,55.03,False
800,2017-04-20,24.68072570425153,1963300,55.03,False
801,2017-04-21,24.48453456277132,986500,55.03,False
802,2017-04-24,24.48453776723308,1428500,55.08,True
803,2017-04-25,24.563010939872907,836500,55.08,False
804,2017-04-26,24.641488383763708,1091800,55.08,False
805,2017-04-27,24.523775208842245,773900,55.08,False
806,2017-04-28,24.092155232959026,1368100,55.08,False
807,2017-05-01,23.97444250346371,1273300,55.08,False
808,2017-05-02,23.582063674926758,1054900,55.08,False
809,2017-05-03,23.668390704729546,832000,55.08,False
810,2017-05-04,23.660538700500418,1239900,55.08,False
811,2017-05-05,23.252462499915435,1308000,55.08,False
812,2017-05-08,23.04842731713324,1890200,55.08,False
813,2017-05-09,23.621299952218425,3060200,55.08,False
814,2017-05-10,22.67958672384302,2811300,55.08,False
815,2017-05-11,22.012538997832664,1439800,55.08,False
816,2017-05-12,21.580924194802837,2004600,55.08,False
817,2017-05-15,21.18854151508233,2560900,55.08,False
818,2017-05-16,21.07082925011484,2325900,55.08,False
819,2017-05-17,20.089875495960875,1970900,55.08,False
820,2017-05-18,19.422828985720265,1664500,55.08,False
821,2017-05-19,20.050634672781303,2109900,55.08,False
822,2017-05-22,20.089875299362465,1872200,55.08,False
823,2017-05-23,19.85444888203123,1326800,55.08,False
824,2017-05-24,19.383592855311594,3260900,55.08,False
825,2017-05-25,18.716548240367427,2740200,55.08,False
826,2017-05-26,19.775971064629175,3361300,55.08,False
827,2017-05-30,19.305120382681423,2393300,55.08,False
828,2017-05-31,18.481118073963767,3609200,55.08,False
829,2017-06-01,18.84481644254235,2711000,55.08,False
830,2017-06-02,19.676210434037493,4177900,55.08,False
831,2017-06-05,20.254220598465036,3884400,55.08,False
832,2017-06-06,19.834563825087848,3404200,55.08,False
833,2017-06-07,19.636613679416843,2669700,55.08,False
834,2017-06-08,18.88440600889906,1598400,55.08,False
835,2017-06-09,18.844816916663028,1946600,55.08,False
836,2017-06-12,18.805228598574377,1674100,55.08,False
837,2017-06-13,19.319893729595314,1608700,55.08,False
838,2017-06-14,19.47825454215414,1109500,55.08,False
839,2017-06-15,19.209047081069077,841200,55.08,False
840,2017-06-16,19.55743601016536,1856600,55.08,False
841,2017-06-19,19.834565939946742,1700200,55.08,False
842,2017-06-20,19.47825965571324,2579000,55.08,False
843,2017-06-21,18.68645935098127,1970400,55.08,False
844,2017-06-22,18.27472345015806,3216700,55.08,False
845,2017-06-23,18.80523006705543,2376400,55.08,False
846,2017-06-26,18.828980762494975,1595100,55.08,False
847,2017-06-27,18.96358991559097,1159800,55.08,False
848,2017-06-28,19.161534648712077,1399500,55.08,False
849,2017-06-29,19.003175554064622,1035400,55.08,False
850,2017-06-30,18.76563740869636,2173200,55.08,False
851,2017-07-03,18.488509094184373,837100,55.08,False
852,2017-07-05,18.686459010797044,1898400,55.08,False
853,2017-07-06,17.65711551996143,2055900,55.08,False
854,2017-07-07,17.61753066660225,1467400,55.08,False
855,2017-07-10,17.419579261957214,1303600,55.08,False
856,2017-07-11,17.736298049028306,1072700,55.08,False
857,2017-07-12,17.736295054637143,1590500,55.08,False
858,2017-07-13,17.65711679015876,976000,55.08,False
859,2017-07-14,17.522514133777925,876500,55.08,False
860,2017-07-17,16.825727958457367,6244500,55.08,False
861,2017-07-18,16.23187753132915,3941600,55.08,False
862,2017-07-19,16.192289498800093,3338900,55.08,False
863,2017-07-20,16.65153571579527,2531800,55.08,False
864,2017-07-21,16.5090090796937,1275900,55.08,False
865,2017-07-24,16.46941929396168,1575800,55.08,False
866,2017-07-25,16.62777410589032,1361200,55.08,False
867,2017-07-26,16.786140911383576,1625200,55.08,False
868,2017-07-27,16.746550304148535,1887900,55.08,False
869,2017-07-28,16.42982994637838,1347600,55.08,False
870,2017-07-31,16.390241046898822,1546300,55.08,False
871,2017-08-01,16.548599685664907,2154100,55.08,False
872,2017-08-02,12.708374805412678,16902600,55.08,False
873,2017-08-03,12.07493486278269,5685500,55.08,False
874,2017-08-04,13.18345479837892,6601500,55.08,False
875,2017-08-07,13.02509579974431,3080400,55.08,False
876,2017-08-08,13.025094397818314,2354700,55.08,False
877,2017-08-09,12.74796505645962,2464200,55.08,False
878,2017-08-10,12.272882986535768,3385100,55.08,False
879,2017-08-11,11.520676366515522,3632700,55.08,False
880,2017-08-14,11.44149566185533,3170300,55.08,False
881,2017-08-15,10.966416527840577,3685900,55.08,False
882,2017-08-16,10.887237084363822,2570400,55.08,False
883,2017-08-17,11.0060063378468,3273400,55.08,False
884,2017-08-18,10.45174706835545,7120400,55.08,False
885,2017-08-21,10.412158665300902,4052100,55.08,False
886,2017-08-22,10.649696728984503,2990500,55.08,False
887,2017-08-23,10.13502727070919,2670300,55.08,False
888,2017-08-24,10.594269275467788,2144800,55.08,False
889,2017-08-25,10.491336644825799,1975900,55.08,False
890,2017-08-28,10.491338883449819,3423200,55.08,False
891,2017-08-29,10.253797216716542,3025800,55.08,False
892,2017-08-30,10.689287408159212,3282100,55.08,False
893,2017-08-31,10.847646323035883,2360500,55.08,False
894,2017-09-01,11.362316055871315,3232100,55.08,False
895,2017-09-05,11.544428679467115,5523700,55.08,False
896,2017-09-06,11.560266427521505,2983800,55.08,False
897,2017-09-07,11.560266844340173,7727700,55.08,False
898,2017-09-08,11.127688032093932,2155200,55.08,False
899,2017-09-11,11.56957978328063,2330000,55.08,False
900,2017-09-12,11.674027835168696,2416900,55.08,False
901,2017-09-13,12.332852517398077,3644300,55.08,False
902,2017-09-14,13.136295625629675,7200000,55.08,False
903,2017-09-15,13.762981874778472,6673200,55.08,False
904,2017-09-18,14.180770044720694,4188400,55.08,False
905,2017-09-19,13.417501189144026,3901700,55.08,False
906,2017-09-20,13.05595188436721,2925100,55.08,False
907,2017-09-21,12.734575007888099,2596600,55.08,False
908,2017-09-22,12.855090563674317,1654200,55.08,False
909,2017-09-25,12.975607149443753,4648900,55.08,False
910,2017-09-26,12.654229390880767,1821200,55.08,False
911,2017-09-27,12.638158766370202,2161400,55.08,False
912,2017-09-28,12.332852593781718,3100000,55.08,False
913,2017-09-29,12.051645746706564,3384900,55.08,False
914,2017-10-02,12.172161897684429,1971300,55.08,False
915,2017-10-03,12.814918252418213,3292700,55.08,False
916,2017-10-04,12.895262728185612,1395900,55.08,False
917,2017-10-05,13.256811789958244,1880700,55.08,False
918,2017-10-06,12.943469488281242,2856400,55.08,False
919,2017-10-09,12.212335869268633,6326400,55.08,False
920,2017-10-10,11.489237687551078,3450100,55.08,False
921,2017-10-11,11.368719224483357,2672100,55.08,False
922,2017-10-12,11.208032266585795,2278200,55.08,False
923,2017-10-13,11.288375376577791,1126200,55.08,False
924,2017-10-16,11.328547683642087,1284200,55.08,False
925,2017-10-17,11.248203069513496,1322700,55.08,False
926,2017-10-18,11.288375719155635,2508700,55.08,False
927,2017-10-19,11.489235606264659,2266100,55.08,False
928,2017-10-20,11.690098122163558,2068900,55.08,False
929,2017-10-23,11.52941026177103,1155000,55.08,False
930,2017-10-24,11.569580684367702,1258500,55.08,False
931,2017-10-25,11.850785878533932,1687800,55.08,False
932,2017-10-26,12.011473440972942,2540500,55.08,False
933,2017-10-27,12.011474682425986,1594800,55.08,False
934,2017-10-30,11.931130655521688,3914800,55.08,False
935,2017-10-31,11.489236785646243,2305400,53.18,True
936,2017-11-01,11.328547182631436,3739000,53.18,False
937,2017-11-02,10.72596507234324,3653500,53.18,False
938,2017-11-03,10.484933248581441,5829500,53.18,False
939,2017-11-06,9.92252172839886,6636600,53.18,False
940,2017-11-07,10.364415352842823,8396300,53.18,False
941,2017-11-08,9.842178217965818,4517000,53.18,False
942,2017-11-09,9.641316385145903,4525500,53.18,False
943,2017-11-10,9.319940596073303,4079500,53.18,False
944,2017-11-13,9.40028450012955,4071000,53.18,False
945,2017-11-14,9.842177118898253,3242900,53.18,False
946,2017-11-15,10.203729032433774,3617900,53.18,False
947,2017-11-16,10.404588307173421,2675000,53.18,False
948,2017-11-17,10.565276208621297,2876100,53.18,False
949,2017-11-20,10.364416466689756,2042800,53.18,False
950,2017-11-21,10.404588507117035,1624500,53.18,False
951,2017-11-22,10.709898343486758,2501200,53.18,False
952,2017-11-24,11.28837689149677,1739500,53.18,False
953,2017-11-27,12.051645689884818,4000000,53.18,False
954,2017-11-28,13.176466742851819,7535200,53.18,False
955,2017-11-29,13.176467122745343,4241000,53.18,False
956,2017-11-30,12.573883248739053,5277700,53.18,False
957,2017-12-01,11.65278556562589,2264400,53.18,False
958,2017-12-04,11.937992862974001,2218500,53.18,False
959,2017-12-05,12.14171364189172,3167700,53.18,False
960,2017-12-06,12.223200547067743,3827900,53.18,False
961,2017-12-07,11.815762754014637,1931200,53.18,False
962,2017-12-08,11.97873625276169,1900000,53.18,False
963,2017-12-11,12.589898679427815,3132000,53.18,False
964,2017-12-12,13.038082935771003,3308800,53.18,False
965,2017-12-13,12.508408911018023,2695800,53.18,False
966,2017-12-14,12.875105857849121,2384100,53.18,False
967,2017-12-15,12.956592843737008,4412600,53.18,False
968,2017-12-18,12.54915451482747,3668800,53.18,False
969,2017-12-19,12.508411127357427,1497600,53.18,False
970,2017-12-20,12.467664206991484,2260900,53.18,False
971,2017-12-21,12.71212900486937,2867300,53.18,False
972,2017-12-22,12.63064051968979,2645000,53.18,False
973,2017-12-26,12.182456170593902,3501200,53.18,False
974,2017-12-27,11.734271456019636,2019800,53.18,False
975,2017-12-28,12.14171173936529,2506100,53.18,False
976,2017-12-29,12.573599769141387,2653400,53.18,False
977,2018-01-02,12.752872385389649,2257200,53.18,False
978,2018-01-03,12.630640824635822,1631000,53.18,False
979,2018-01-04,12.304690289807247,2141000,53.18,False
980,2018-01-05,11.864652906218614,2009000,53.18,False
981,2018-01-08,11.693530301041006,2347400,53.18,False
982,2018-01-09,11.408321089938626,2004800,53.18,False
983,2018-01-10,11.61204077077395,2682200,53.18,False
984,2018-01-11,11.530551460067002,2149000,53.18,False
985,2018-01-12,11.978737771106443,4656800,53.18,False
986,2018-01-16,11.89724936908993,2262800,53.18,False
987,2018-01-17,11.367575216056139,1023800,53.18,False
988,2018-01-18,11.245344096654632,1968200,53.18,False
989,2018-01-19,10.960137301556559,1314600,53.18,False
990,2018-01-22,10.91939280392165,1981400,53.18,False
991,2018-01-23,11.163855786228464,1734500,53.18,False
992,2018-01-24,11.123113167795681,1724800,53.18,False
993,2018-01-25,10.837904003875494,1175900,53.18,False
994,2018-01-26,10.756416113233147,3575000,53.18,False
995,2018-01-29,10.552696108144906,2045200,53.18,False
996,2018-01-30,10.471210428155565,2494700,53.18,False
997,2018-01-31,10.47120890229524,1190600,53.18,False
998,2018-02-01,11.082369514772802,2186500,53.18,False
999,2018-02-02,11.595742796669676,2681300,53.18,False
1000,2018-02-05,11.326833147613787,1623600,53.18,False
1001,2018-02-06,11.245343533666428,1927200,53.18,False
1002,2018-02-07,11.73427158129625,2731600,53.18,False
1003,2018-02-08,11.652783511138907,1564200,53.18,False
1004,2018-02-09,11.245343760741836,2101500,53.18,False
1005,2018-02-12,11.677231453459619,1727300,53.18,False
1006,2018-02-13,11.489809925789402,1859000,53.18,False
1007,2018-02-14,11.81576052883215,1981000,53.18,False
1008,2018-02-15,12.125414906441558,2145600,53.18,False
1009,2018-02-16,12.141712014077504,1433000,53.18,False
1010,2018-02-20,12.223200633608062,2002300,53.18,False
1011,2018-02-21,12.100968634691254,1164100,53.18,False
1012,2018-02-22,12.141712883005162,1462800,53.18,False
1013,2018-02-23,12.14171173936529,1826900,51.96,True
1014,2018-02-26,12.956593038525611,3674100,51.96,False
1015,2018-02-27,12.940295578494803,2167400,51.96,False
1016,2018-02-28,12.940295338108323,3744100,51.96,False
1017,2018-03-01,13.03808076502913,3739400,51.96,False
1018,2018-03-02,12.915849394041055,3269800,51.96,False
1019,2018-03-05,13.03808109343998,2160400,51.96,False
1020,2018-03-06,13.103269923868876,1711700,51.96,False
1021,2018-03-07,13.021783455977495,1385500,51.96,False
1022,2018-03-08,13.038079693685946,1276300,51.96,False
1023,2018-03-09,13.084135073822836,1377100,51.96,False
1024,2018-03-12,13.067622823594949,1129200,51.96,False
1025,2018-03-13,13.084134888757928,2206400,51.96,False
1026,2018-03-14,12.489774386693838,1061300,51.96,False
1027,2018-03-15,12.506286044335125,1052900,51.96,False
1028,2018-03-16,12.217360831508138,2363300,51.96,False
1029,2018-03-19,11.722063068124859,1988000,51.96,False
1030,2018-03-20,11.969711643507994,1145200,51.96,False
1031,2018-03-21,12.052262504578998,1009500,51.96,False
1032,2018-03-22,11.804614482924576,1414500,51.96,False
1033,2018-03-23,11.804612332400831,1473200,51.96,False
1034,2018-03-26,11.680787256020869,946600,51.96,False
1035,2018-03-27,11.639513368809961,1392000,51.96,False
1036,2018-03-28,11.639512376974986,1289800,51.96,False
1037,2018-03-29,11.763337304826821,1431500,51.96,False
1038,2018-04-02,12.052262504578998,1864100,51.96,False
1039,2018-04-03,12.654875447188402,2412400,51.96,False
1040,2018-04-04,13.042859273122543,2902800,51.96,False
1041,2018-04-05,13.538156677735142,2893700,51.96,False
1042,2018-04-06,13.868356283922296,2309000,51.96,False
1043,2018-04-09,13.909632100396182,1424600,51.96,False
1044,2018-04-10,14.033456826594072,1579500,51.96,False
1045,2018-04-11,14.033455236128608,973300,51.96,False
1046,2018-04-12,13.950905190191406,895000,51.96,False
1047,2018-04-13,14.033455062305594,1090900,51.96,False
1048,2018-04-16,14.487477634483751,1829700,51.96,False
1049,2018-04-17,14.611305266163606,1547200,51.96,False
1050,2018-04-18,14.735128412659366,1470100,51.96,False
1051,2018-04-19,14.81767782912673,1587500,51.96,False
1052,2018-04-20,14.446203568402458,2128500,51.96,False
1053,2018-04-23,14.487477634483751,1200900,51.96,False
1054,2018-04-24,14.281104426953497,1030500,51.96,False
1055,2018-04-25,14.281103300461519,1210100,51.96,False
1056,2018-04-26,14.446204537182982,873800,51.96,False
1057,2018-04-27,14.528754592297725,1163000,51.96,False
1058,2018-04-30,14.462714680242387,1075800,52.24,True
1059,2018-05-01,14.528753980006485,2023600,52.24,False
