,DBO,revenue,PL,zDBO,zRev,zPL
2015,11148780747.0,2946900000,103856000.0,0.6119976912748625,-0.5149747684430962,0.629720930289901
2016,11357225455.0,3235846000,111667000.0,0.6674987182866077,-0.3260298930302201,0.6346555174169562
2017,11075387520.0,5079200000,-487200000.0,0.5924558208513343,0.8793589750344939,0.2563222196294474
2018,11892160011.0,5460800000,110100000.0,0.8099317765634911,1.1288912906144069,0.633665567598995
2019,11363364796.0,5471000000,-149100000.0,0.6691333950982412,1.1355611795528635,0.469916369886444
2020,2113846800.0,1242400000,-4589400000.0,-1.7936671867309688,-1.6295655229136456,-2.3352362636129405
2021,4482808453.0,2527900000,-1269800000.0,-1.162901330622299,-0.7889633434640174,-0.23808411574803123
2022,7368878393.0,3911400000,-973600000.0,-0.3944488847212691,0.11572208264921517,-0.050960225460771884
