,DBO (x),PL,b,a,y_hat = a + bx
2015,11148780747.0,103856000.0,0.37776583203740055,-4236278032.022142,-24649596.92913485
2016,11357225455.0,111667000.0,0.37776583203740055,-4236278032.022142,54093691.62227821
2017,11075387520.0,-487200000.0,0.37776583203740055,-4236278032.022142,-52375050.39269972
2018,11892160011.0,110100000.0,0.37776583203740055,-4236278032.022142,256173689.25517508
2019,11363364796.0,-149100000.0,0.37776583203740055,-4236278032.022142,56412924.8833046
2020,2113846800.0,-4589400000.0,0.37776583203740055,-4236278032.022142,-3437738936.8205447
2021,4482808453.0,-1269800000.0,0.37776583203740055,-4236278032.022142,-2542826166.9103045
2022,7368878393.0,-973600000.0,0.37776583203740055,-4236278032.022142,-1452567554.7080734
